"COD_ESPEC","NM_ESPEC_MED","NM_PRODUTO","COD_APRES_PRD","NM_APRES_PRD","QTDE_DOSE"
69,UNIDAD DE TRANSPLANTE,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
59,RADIOTERAPIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
50,NEFROLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
49,ONCOLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
40,OFTALMOLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
40,OFTALMOLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
37,PEDIATRIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
28,CIRUGIA GENERAL,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
25,OFTALMOLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
11,CLINICA MEDICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
6,NEFROLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA COLIRIO ,8,FRASCO GOTERO 5- 10 ML,1
101,MEDICINA FAMILIAR,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
69,UNIDAD DE TRANSPLANTE,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
59,RADIOTERAPIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
50,NEFROLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
49,ONCOLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
40,OFTALMOLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
40,OFTALMOLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
25,OFTALMOLOGIA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
11,CLINICA MEDICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
6,NEFROLOGIA PEDIATRICA,POLIMIXINA B + NEOMICINA + DEXAMETASONA PDA.OFTALMICA ,7,POMO,1
199,TELESALUD HV,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,3
183,ONCOLOGIA PEDIATRICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
150,FISIATRA (NIÑOS) ,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
69,UNIDAD DE TRANSPLANTE,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
66,NEUROLOGIA PEDIATRICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,2
50,NEFROLOGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
49,ONCOLOGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
48,TERAPIA INTENSIVA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
40,OFTALMOLOGIA PEDIATRICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
40,OFTALMOLOGIA PEDIATRICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
25,OFTALMOLOGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
24,NEUROCIRUGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
18,FISIATRIA ADULTO,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
11,CLINICA MEDICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
9,ALERGIA E INMUNOLOGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
6,NEFROLOGIA PEDIATRICA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
3,NEUROLOGIA,LAGRIMAS ARTIFICIALES COLIRIO  ,8,FRASCO GOTERO,1
69,UNIDAD DE TRANSPLANTE,ACYCLOVIR 3% UNGUENTO/POMADA OFTALMICA ,27,POMO,1
47,INFECTOLOGIA,ACYCLOVIR 3% UNGUENTO/POMADA OFTALMICA ,27,POMO,1
40,OFTALMOLOGIA PEDIATRICA,ACYCLOVIR 3% UNGUENTO/POMADA OFTALMICA ,27,POMO,1
25,OFTALMOLOGIA,ACYCLOVIR 3% UNGUENTO/POMADA OFTALMICA ,27,POMO,1
69,UNIDAD DE TRANSPLANTE,CICLOFOSFAMIDA 50 MG.COMPRIMIDO,3,COMPRIMIDO,20
107,QUIMIOTERAPIA,CICLOFOSFAMIDA 50 MG.COMPRIMIDO,3,COMPRIMIDO,20
183,ONCOLOGIA PEDIATRICA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
87,REUMATOLOGIA PEDIATRICA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
66,NEUROLOGIA PEDIATRICA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
50,NEFROLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
3,NEUROLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,CICLOFOSFAMIDA 1 GR. INYECTABLE,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,CITARABINA 100 MG.INYECTABLE    ,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,CITARABINA 100 MG.INYECTABLE    ,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,CITARABINA 100 MG.INYECTABLE    ,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,CITARABINA 100 MG.INYECTABLE    ,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,CITARABINA 100 MG.INYECTABLE    ,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,CISPLATINO 50 MG INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,CISPLATINO 50 MG INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,CISPLATINO 50 MG INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,CISPLATINO 50 MG INYECTABLE,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,DACARBAZINA (DTIC)100MG INYECTABLE.,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,DACARBAZINA (DTIC)100MG INYECTABLE.,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,DACARBAZINA (DTIC)100MG INYECTABLE.,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,DACARBAZINA (DTIC)100MG INYECTABLE.,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,DACARBAZINA (DTIC)100MG INYECTABLE.,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,IFOSFAMIDA 1 GR.INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,IFOSFAMIDA 1 GR.INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,IFOSFAMIDA 1 GR.INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,IFOSFAMIDA 1 GR.INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,IFOSFAMIDA 1 GR.INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,VIMBLASTINA 10 MG INYECTABLE,2,AMPOLLA,1
2,HEMATOLOGIA,VIMBLASTINA 10 MG INYECTABLE,2,AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,VINCRISTINA SULFATO 1 MG.INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,VINCRISTINA SULFATO 1 MG.INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,VINCRISTINA SULFATO 1 MG.INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,VINCRISTINA SULFATO 1 MG.INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,VINCRISTINA SULFATO 1 MG.INYECTABLE,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,ETOPOSIDE 100 MG/5ML.INYECTABLE,2,FRASCO AMPOLLA ,1
109,HEMATOLOGIA PEDIATRICA,ETOPOSIDE 100 MG/5ML.INYECTABLE,2,FRASCO AMPOLLA ,1
49,ONCOLOGIA,ETOPOSIDE 100 MG/5ML.INYECTABLE,2,FRASCO AMPOLLA ,1
2,HEMATOLOGIA,ETOPOSIDE 100 MG/5ML.INYECTABLE,2,FRASCO AMPOLLA ,1
107,QUIMIOTERAPIA,ETOPOSIDE 100 MG/5ML.INYECTABLE,2,FRASCO AMPOLLA ,1
183,ONCOLOGIA PEDIATRICA,DOXORRUBICINA (ADRIAMICINA) 10 MG INYECTABLE,2,VIAL,1
109,HEMATOLOGIA PEDIATRICA,DOXORRUBICINA (ADRIAMICINA) 10 MG INYECTABLE,2,VIAL,1
49,ONCOLOGIA,DOXORRUBICINA (ADRIAMICINA) 10 MG INYECTABLE,2,VIAL,1
2,HEMATOLOGIA,DOXORRUBICINA (ADRIAMICINA) 10 MG INYECTABLE,2,VIAL,1
107,QUIMIOTERAPIA,DOXORRUBICINA (ADRIAMICINA) 10 MG INYECTABLE,2,VIAL,1
183,ONCOLOGIA PEDIATRICA,DOXORRUBICINA (ADRIAMICINA) 50 MG INYECTABLE,2,VIAL,1
109,HEMATOLOGIA PEDIATRICA,DOXORRUBICINA (ADRIAMICINA) 50 MG INYECTABLE,2,VIAL,1
49,ONCOLOGIA,DOXORRUBICINA (ADRIAMICINA) 50 MG INYECTABLE,2,VIAL,1
2,HEMATOLOGIA,DOXORRUBICINA (ADRIAMICINA) 50 MG INYECTABLE,2,VIAL,1
107,QUIMIOTERAPIA,DOXORRUBICINA (ADRIAMICINA) 50 MG INYECTABLE,2,VIAL,1
183,ONCOLOGIA PEDIATRICA,BLEOMICINA 15 MG.INYECTABLE,2,AMPOLLA ,1
109,HEMATOLOGIA PEDIATRICA,BLEOMICINA 15 MG.INYECTABLE,2,AMPOLLA ,1
49,ONCOLOGIA,BLEOMICINA 15 MG.INYECTABLE,2,AMPOLLA ,1
2,HEMATOLOGIA,BLEOMICINA 15 MG.INYECTABLE,2,AMPOLLA ,1
107,QUIMIOTERAPIA,BLEOMICINA 15 MG.INYECTABLE,2,AMPOLLA ,1
109,HEMATOLOGIA PEDIATRICA,MITOXANTRONA INYECTABLE,2,FRASCO AMPOLLA 20MG,1
3,NEUROLOGIA,MITOXANTRONA INYECTABLE,2,FRASCO AMPOLLA 20MG,1
2,HEMATOLOGIA,MITOXANTRONA INYECTABLE,2,FRASCO AMPOLLA 20MG,1
107,QUIMIOTERAPIA,MITOXANTRONA INYECTABLE,2,FRASCO AMPOLLA 20MG,1
49,ONCOLOGIA,FLUORURACILO 250 MG INYECTABLE.,2,FRASCO AMPOLLA,1
25,OFTALMOLOGIA,FLUORURACILO 250 MG INYECTABLE.,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,FLUORURACILO 250 MG INYECTABLE.,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
2,HEMATOLOGIA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
2,HEMATOLOGIA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
2,HEMATOLOGIA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
107,QUIMIOTERAPIA,MERCAPTOPURINA 50 MG.COMPRIMIDO/TABLETA,3,COMPRIMIDO,20
183,ONCOLOGIA PEDIATRICA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
87,REUMATOLOGIA PEDIATRICA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
50,NEFROLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
42,DERMATOLOGIA PEDIATRICA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
31,OBSTETRICIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
31,OBSTETRICIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
8,DERMATOLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,METOTREXATO 50 MG.INYECTABLE,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
87,REUMATOLOGIA PEDIATRICA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
50,NEFROLOGIA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
49,ONCOLOGIA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
107,QUIMIOTERAPIA,METOTREXATO 500 MG.INYECTABLE,2,FRASCO AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
87,REUMATOLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,1
69,UNIDAD DE TRANSPLANTE,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
56,NEUMOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,1
50,NEFROLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
42,DERMATOLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
34,GINECOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
31,OBSTETRICIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
9,ALERGIA E INMUNOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,1
8,DERMATOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
6,NEFROLOGIA PEDIATRICA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
2,HEMATOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
1,REUMATOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
1,REUMATOLOGIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
107,QUIMIOTERAPIA,"METOTREXATO 2,5 MG.",3,COMPRIMIDO,20
183,ONCOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,20
110,HEMATOLOGIA CRONICOS,AZATIOPRINA 50MG ,3,UNIDAD,20
109,HEMATOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,20
97,SALUD OCUPACIONAL,AZATIOPRINA 50MG ,3,UNIDAD,1
89,GERIATRIA,AZATIOPRINA 50MG ,3,UNIDAD,1
89,GERIATRIA,AZATIOPRINA 50MG ,3,UNIDAD,1
87,REUMATOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,1
87,REUMATOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,20
69,UNIDAD DE TRANSPLANTE,AZATIOPRINA 50MG ,3,UNIDAD,20
66,NEUROLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,120
60,GASTROENTEROLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,1
60,GASTROENTEROLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,20
58,MASTOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
50,NEFROLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,20
49,ONCOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
49,ONCOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,20
42,DERMATOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,1
42,DERMATOLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,20
10,GASTROENTEROLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
10,GASTROENTEROLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
8,DERMATOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
6,NEFROLOGIA PEDIATRICA,AZATIOPRINA 50MG ,3,UNIDAD,1
3,NEUROLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
3,NEUROLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,20
2,HEMATOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
2,HEMATOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,20
1,REUMATOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,1
1,REUMATOLOGIA,AZATIOPRINA 50MG ,3,UNIDAD,20
183,ONCOLOGIA PEDIATRICA,ASPARAGINASA INYECTABLE,2,AMPOLLA 10.000 UI,1
109,HEMATOLOGIA PEDIATRICA,ASPARAGINASA INYECTABLE,2,AMPOLLA 10.000 UI,1
49,ONCOLOGIA,ASPARAGINASA INYECTABLE,2,AMPOLLA 10.000 UI,1
2,HEMATOLOGIA,ASPARAGINASA INYECTABLE,2,AMPOLLA 10.000 UI,1
107,QUIMIOTERAPIA,ASPARAGINASA INYECTABLE,2,AMPOLLA 10.000 UI,1
183,ONCOLOGIA PEDIATRICA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
139,INFECTOLOGIA PEDIATRICA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
110,HEMATOLOGIA CRONICOS,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
109,HEMATOLOGIA PEDIATRICA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
69,UNIDAD DE TRANSPLANTE,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
50,NEFROLOGIA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
47,INFECTOLOGIA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
6,NEFROLOGIA PEDIATRICA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
2,HEMATOLOGIA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
107,QUIMIOTERAPIA,LEUCOVORINA CALCICA 15MG.,3,COMPRIMIDO ,20
183,ONCOLOGIA PEDIATRICA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
109,HEMATOLOGIA PEDIATRICA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
50,NEFROLOGIA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
49,ONCOLOGIA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
2,HEMATOLOGIA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
107,QUIMIOTERAPIA,LEUCOVORINA CALCICA 50 MG,2,AMPOLLA / FCO. AMPOLLA,1
110,HEMATOLOGIA CRONICOS,CICLOSPORINA A 100 MG,3,UNIDAD,1
109,HEMATOLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,1
87,REUMATOLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,20
86,NEUMOLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,1
69,UNIDAD DE TRANSPLANTE,CICLOSPORINA A 100 MG,3,UNIDAD,20
60,GASTROENTEROLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,20
56,NEUMOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,1
50,NEFROLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
42,DERMATOLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,20
42,DERMATOLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,20
10,GASTROENTEROLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,1
9,ALERGIA E INMUNOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,1
8,DERMATOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
8,DERMATOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
6,NEFROLOGIA PEDIATRICA,CICLOSPORINA A 100 MG,3,UNIDAD,20
2,HEMATOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
1,REUMATOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
1,REUMATOLOGIA,CICLOSPORINA A 100 MG,3,UNIDAD,20
109,HEMATOLOGIA PEDIATRICA,CICLOSPORINA 100 MG/ML,8,KIT.,1
69,UNIDAD DE TRANSPLANTE,CICLOSPORINA 100 MG/ML,8,KIT.,1
60,GASTROENTEROLOGIA PEDIATRICA,CICLOSPORINA 100 MG/ML,8,KIT.,1
50,NEFROLOGIA,CICLOSPORINA 100 MG/ML,8,KIT.,1
42,DERMATOLOGIA PEDIATRICA,CICLOSPORINA 100 MG/ML,8,KIT.,1
42,DERMATOLOGIA PEDIATRICA,CICLOSPORINA 100 MG/ML,8,KIT.,1
10,GASTROENTEROLOGIA,CICLOSPORINA 100 MG/ML,8,KIT.,1
8,DERMATOLOGIA,CICLOSPORINA 100 MG/ML,8,KIT.,1
6,NEFROLOGIA PEDIATRICA,CICLOSPORINA 100 MG/ML,8,KIT.,1
2,HEMATOLOGIA,CICLOSPORINA 100 MG/ML,8,KIT.,1
160,CLIMATERIO,GAMMA GLOBULINA HUMANA ANTITETANICA 250UI INYECTABLE,2,FCO.AMP./JER.PRELLENADA,1
170,ESTUDIOS HEMODINAMIA ,GAMMA GLOBULINA HUMANA ANTITETANICA 250UI INYECTABLE,2,FCO.AMP./JER.PRELLENADA,1
23,URGENCIAS CLINICA MEDICA,SUERO ANTIOFIDICO POLIVALENTE,2,FRASCO AMPOLLA,4
15,URGENCIAS TRAUMATOLOGIA,SUERO ANTIOFIDICO POLIVALENTE,2,FRASCO AMPOLLA,1
14,URGENCIAS PEDIATRICAS,SUERO ANTIOFIDICO POLIVALENTE,2,FRASCO AMPOLLA,4
86,NEUMOLOGIA PEDIATRICA,VACUNA BCG INYECTABLE,2, FRASCO AMPOLLA,1
37,PEDIATRIA,VACUNA BCG INYECTABLE,2, FRASCO AMPOLLA,1
101,MEDICINA FAMILIAR,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
69,UNIDAD DE TRANSPLANTE,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
50,NEFROLOGIA,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
47,INFECTOLOGIA,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
10,GASTROENTEROLOGIA,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
6,NEFROLOGIA PEDIATRICA,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
2,HEMATOLOGIA,VACUNA ANTIHEPATITIS B INYECTABLE,2,AMPOLLA/ JERINGA PRELLENADA,1
183,ONCOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
182,NUTRIOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
181,NEURODESARROLLO ,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
