"COD_ESPEC","NM_ESPEC_MED","NM_PRODUTO","COD_APRES_PRD","NM_APRES_PRD","QTDE_DOSE"
160,CLIMATERIO,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
109,HEMATOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
101,MEDICINA FAMILIAR,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
89,GERIATRIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
87,REUMATOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
86,NEUMOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
66,NEUROLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,30
60,GASTROENTEROLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
58,MASTOLOGIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
42,DERMATOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
22,OTORRINOLARINGOLOGIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
11,CLINICA MEDICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
8,DERMATOLOGIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
8,DERMATOLOGIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
6,NEFROLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
5,CARDIOLOGIA PEDIATRICA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
4,ENDOCRINOLOGIA,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
177,PSIQUIATRIA INFANTIL,VITAMINA A 50000 UI,6,PERLA/CAPSULA,20
170,ESTUDIOS HEMODINAMIA ,VITAMINA A 50000 UI,6,PERLA/CAPSULA,30
182,NUTRIOLOGIA PEDIATRICA,VITAMINA A + C + D,8,FRASCO GOTERO ,1
181,NEURODESARROLLO ,VITAMINA A + C + D,8,FRASCO GOTERO ,1
78,TERAPIA INTENSIVA NINOS,VITAMINA A + C + D,8,FRASCO GOTERO ,1
77,NEONATOLOGIA,VITAMINA A + C + D,8,FRASCO GOTERO ,1
37,PEDIATRIA,VITAMINA A + C + D,8,FRASCO GOTERO ,1
6,NEFROLOGIA PEDIATRICA,VITAMINA A + C + D,8,FRASCO GOTERO ,1
217,TRAUMATOLOGIA TUMORES,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
216,TRAUMATOLOGIA RODILLA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
215,TRAUMATOLOGIA HOMBRO Y CODO,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
214,TRAUMATOLOGIA PIE Y TOBILLO,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
212,TRAUMATOLOGIA CADERA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
211,TRAUMATOLOGIA COLUMNA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
199,TELESALUD HV,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,1
183,ONCOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
182,NUTRIOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
181,NEURODESARROLLO ,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
160,CLIMATERIO,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
139,INFECTOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
110,HEMATOLOGIA CRONICOS,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
109,HEMATOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
101,MEDICINA FAMILIAR,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
89,GERIATRIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
87,REUMATOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
86,NEUMOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
69,UNIDAD DE TRANSPLANTE,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
66,NEUROLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,60
66,NEUROLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,1
60,GASTROENTEROLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
58,MASTOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
57,DIABETOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
50,NEFROLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
42,DERMATOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
37,PEDIATRIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
34,GINECOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
31,OBSTETRICIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
22,OTORRINOLARINGOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
18,FISIATRIA ADULTO,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
16,TRAUMATOLOGIA GENERAL,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
12,CARDIOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
11,CLINICA MEDICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
11,CLINICA MEDICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
11,CLINICA MEDICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
7,SIQUIATRIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,1
6,NEFROLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
6,NEFROLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
5,CARDIOLOGIA PEDIATRICA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
4,ENDOCRINOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
3,NEUROLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
2,HEMATOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
2,HEMATOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
1,REUMATOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
1,REUMATOLOGIA,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
177,PSIQUIATRIA INFANTIL,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,20
170,ESTUDIOS HEMODINAMIA ,COMPLEJO B(B1+B6+B12)200MG O +100MG O+1000MCG 0+,3,COMPR.RECUBIERTO/CAPSULA,30
204,UNIDAD DE OBSTETRICIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
199,TELESALUD HV,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,30
182,NUTRIOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
181,NEURODESARROLLO ,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
160,CLIMATERIO,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
139,INFECTOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
110,HEMATOLOGIA CRONICOS,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
101,MEDICINA FAMILIAR,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
87,REUMATOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
66,NEUROLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,60
60,GASTROENTEROLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
58,MASTOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
56,NEUMOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
50,NEFROLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
34,GINECOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
22,OTORRINOLARINGOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
12,CARDIOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
11,CLINICA MEDICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
9,ALERGIA E INMUNOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
7,SIQUIATRIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,1
6,NEFROLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
5,CARDIOLOGIA PEDIATRICA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
2,HEMATOLOGIA,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
177,PSIQUIATRIA INFANTIL,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,20
170,ESTUDIOS HEMODINAMIA ,POLIVITAMINICO CON O SIN MINERALES ,3,COMPRIMIDO,30
183,ONCOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
182,NUTRIOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
181,NEURODESARROLLO ,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
101,MEDICINA FAMILIAR,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
87,REUMATOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
86,NEUMOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
60,GASTROENTEROLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
58,MASTOLOGIA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
42,DERMATOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
21,UROLOGIA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
11,CLINICA MEDICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
9,ALERGIA E INMUNOLOGIA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
6,NEFROLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
5,CARDIOLOGIA PEDIATRICA,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
177,PSIQUIATRIA INFANTIL,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,1
170,ESTUDIOS HEMODINAMIA ,VITAMINA C 100-200 MG/ML SOLUCION,8,FRASCO GOTERO 15- 30 ML,2
217,TRAUMATOLOGIA TUMORES,VITAMINA C 500 MG ,3,COMPRIMIDO,20
216,TRAUMATOLOGIA RODILLA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
215,TRAUMATOLOGIA HOMBRO Y CODO,VITAMINA C 500 MG ,3,COMPRIMIDO,20
214,TRAUMATOLOGIA PIE Y TOBILLO,VITAMINA C 500 MG ,3,COMPRIMIDO,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,VITAMINA C 500 MG ,3,COMPRIMIDO,20
212,TRAUMATOLOGIA CADERA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
211,TRAUMATOLOGIA COLUMNA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
204,UNIDAD DE OBSTETRICIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
183,ONCOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
182,NUTRIOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
181,NEURODESARROLLO ,VITAMINA C 500 MG ,3,COMPRIMIDO,20
160,CLIMATERIO,VITAMINA C 500 MG ,3,COMPRIMIDO,20
110,HEMATOLOGIA CRONICOS,VITAMINA C 500 MG ,3,COMPRIMIDO,20
109,HEMATOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
101,MEDICINA FAMILIAR,VITAMINA C 500 MG ,3,COMPRIMIDO,20
101,MEDICINA FAMILIAR,VITAMINA C 500 MG ,3,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,VITAMINA C 500 MG ,3,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,VITAMINA C 500 MG ,3,COMPRIMIDO,20
87,REUMATOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
60,GASTROENTEROLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
58,MASTOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
56,NEUMOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
50,NEFROLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
42,DERMATOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
37,PEDIATRIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
34,GINECOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
34,GINECOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,VITAMINA C 500 MG ,3,COMPRIMIDO,1
31,OBSTETRICIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
21,UROLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
16,TRAUMATOLOGIA GENERAL,VITAMINA C 500 MG ,3,COMPRIMIDO,20
12,CARDIOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
11,CLINICA MEDICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
11,CLINICA MEDICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
11,CLINICA MEDICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
9,ALERGIA E INMUNOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
8,DERMATOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
8,DERMATOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
6,NEFROLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
5,CARDIOLOGIA PEDIATRICA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
3,NEUROLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
2,HEMATOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
1,REUMATOLOGIA,VITAMINA C 500 MG ,3,COMPRIMIDO,20
177,PSIQUIATRIA INFANTIL,VITAMINA C 500 MG ,3,COMPRIMIDO,20
170,ESTUDIOS HEMODINAMIA ,VITAMINA C 500 MG ,3,COMPRIMIDO,30
109,HEMATOLOGIA PEDIATRICA,CALCIO LACTATO/CITRATO/ACETATO 500MG CA ELEMENTAL COMP.,3,COMPRIMIDO,20
204,UNIDAD DE OBSTETRICIA,"SULFATO DE MAGNESIO 50% (0,5 G/ ML)",2,AMPOLLA,3
34,GINECOLOGIA,"SULFATO DE MAGNESIO 50% (0,5 G/ ML)",2,AMPOLLA,1
33,GINECO-OBSTETRICIA,"SULFATO DE MAGNESIO 50% (0,5 G/ ML)",2,AMPOLLA,1
31,OBSTETRICIA,"SULFATO DE MAGNESIO 50% (0,5 G/ ML)",2,AMPOLLA,1
14,URGENCIAS PEDIATRICAS,"SULFATO DE MAGNESIO 50% (0,5 G/ ML)",2,AMPOLLA,1
181,NEURODESARROLLO ,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
139,INFECTOLOGIA PEDIATRICA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
101,MEDICINA FAMILIAR,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
57,DIABETOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,30
56,NEUMOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
56,NEUMOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,1
50,NEFROLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
42,DERMATOLOGIA PEDIATRICA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
37,PEDIATRIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
34,GINECOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,30
34,GINECOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
12,CARDIOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
12,CARDIOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
11,CLINICA MEDICA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
11,CLINICA MEDICA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
4,ENDOCRINOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
1,REUMATOLOGIA,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
170,ESTUDIOS HEMODINAMIA ,"ANTIGRIPAL(ANTITERMICO,ANTIHISTAM,DESCONG,VASOCONSTRICTOR)",3,COMPRIMIDO,20
150,FISIATRA (NIÑOS) ,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
86,NEUMOLOGIA PEDIATRICA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
60,GASTROENTEROLOGIA PEDIATRICA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
56,NEUMOLOGIA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
28,CIRUGIA GENERAL,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
22,OTORRINOLARINGOLOGIA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
21,UROLOGIA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
18,FISIATRIA ADULTO,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
11,CLINICA MEDICA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
10,GASTROENTEROLOGIA,LIDOCAINA CLORHIDRATO 2%. (20MG/ML.),7,POMO 2%,1
150,FISIATRA (NIÑOS) ,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
86,NEUMOLOGIA PEDIATRICA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
60,GASTROENTEROLOGIA PEDIATRICA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
56,NEUMOLOGIA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
51,ANESTESIOLOGIA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
29,PROCTOLOGIA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
22,OTORRINOLARINGOLOGIA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
18,FISIATRIA ADULTO,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
10,GASTROENTEROLOGIA,LIDOCAINA AEROSOL,13,FRASCO SPRAY 10%-20%,1
150,FISIATRA (NIÑOS) ,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
51,ANESTESIOLOGIA,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
28,CIRUGIA GENERAL,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
18,FISIATRIA ADULTO,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
1,REUMATOLOGIA,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
35,HEMODIALISIS,LIDOCAINA (SIN EPINEFRINA) 2%. (20MG/ML.),2,FRASCO AMPOLLA 2% 2OML,1
51,ANESTESIOLOGIA,LIDOCAINA CON EPINEFRINA 2%+ EPINEFRINA 1:200.000,2,FRASCO AMPOLLA 2% 20ML,1
28,CIRUGIA GENERAL,LIDOCAINA CON EPINEFRINA 2%+ EPINEFRINA 1:200.000,2,FRASCO AMPOLLA 2% 20ML,1
28,CIRUGIA GENERAL,"BUPIVACAINA HIPERBARICA 0,5% BUPIVACAINA + 8% DEXTROSA",2,AMPOLLA,1
51,ANESTESIOLOGIA,"BUPIVACAINA CON EPINEFRINA 0,5 % + EPINEFRINA 1:200.000",2,VIAL,1
28,CIRUGIA GENERAL,"BUPIVACAINA CON EPINEFRINA 0,5 % + EPINEFRINA 1:200.000",2,VIAL,1
